ID,Target_Death_Rate,RateOfIncidence,Income,Poverty%,Age,Ages_men,Ages_women,Location,SizeOfHousehold,Married%,Edu_less_HS,Edu_HSD,Edu_Clg,Edu_Bachdegree,Edu_HSD25,Edu_Bachdegree25,16+_Employed,16+_Unemployed,Prv_Public_HealthCov,Prv_HealthCov,Employ_PrvCov,Gov_HealthCov,Gov_HealthCov_Alone,White_Residents,Black_Residents,Married,Rate_Of_Birth
116,175.1,485.9,71294,8.3,42.6,41.4,43.7,"Warren County, New Jersey",2.52,54.5,14.6,27,45.2,13.2,34,19.7,61.3,9,76.9,62.9,58.3,26.3,12.4,89.1518848,4.11560629,54.94516044,4.839230894
117,147.1,404.1,47192,18.7,36.5,35.2,37.9,"Bernalillo County, New Mexico",2.52,43.7,18.9,25.7,48.3,7.2,23.8,17.9,57.5,8.4,58.5,46,39.2,37.7,24.1,71.84702564,2.966719737,41.35260379,5.264795797
118,164.7,375.5,33256,22.2,57.1,55.5,58.7,"Catron County, New Mexico",2.44,49.4,0,24.1,,12,36.3,14.8,33.6,4.6,62.3,37.6,30.7,44.3,13.1,96.42757466,0.669829752,53.13626532,0.689655172
119,146.5,375.5,35081,28.8,36.2,35.2,37.8,"Cibola County, New Mexico",2.98,38.1,27.3,34.1,,2.5,36.5,8.4,44.9,15.3,40.4,28.5,26.7,50.4,35.7,43.37886203,1.015265503,39.63436072,6.744769874
120,139.9,377.4,37156,20.5,47.6,46.9,48.4,"Colfax County, New Mexico",2.26,48.3,25.5,31.3,,2.5,33.9,14.9,45.8,9.5,57.1,34.7,27.6,50,234234234,85.49665307,0.415480495,44.21204472,5.741042345
121,143.8,336.5,42620,19.2,30.7,29.3,32.9,"Curry County, New Mexico",2.72,48.7,15.8,34.4,,4.3,25.2,12.6,54,9.1,56.9,41.1,27.4,38.7,24.1,69.66552468,6.350872329,48.77216166,7.197033541
122,170.8,391.3,57007,,36.5,35.3,37.7,"Eddy County, New Mexico",2.66,50.3,23.4,35.6,38.9,2.2,34,10.7,60.1,5.8,62.3,49.5,44.6,34.9,21.3,89.60119336,1.324562822,49.8110282,9.558702453
123,159.4,366.5,38221,19.1,46.5,44.6,48.1,"Grant County, New Mexico",2.37,45.8,20.4,30.5,46.6,2.5,26.9,12.8,,9.7,57,,32,52.6,30.3,89.08959786,0.631889831,43.28457447,5.998550199
124,142.8,361.2,29147,25.8,41.6,40.9,41.9,"Guadalupe County, New Mexico",3.28,33.7,16.8,37.7,,3.2,40.2,7.8,35,1.2,60.6,38.7,34.5,50.5,20.2,84.15819708,1.568714096,41.44295302,3.558718861
125,166.3,357,34304,24.5,41.8,40.6,42.4,"Hidalgo County, New Mexico",2.47,46.1,23.7,48.5,27.2,0.7,31,9.3,50,12.2,42.7,27.4,23.4,51.9,35,91.21257807,0.258453586,44.58424508,5.485232068
126,166.2,357.1,58994,16.6,31.8,31.5,32.2,"Lea County, New Mexico",3.08,53.3,23.4,32.1,,2.7,30.5,8.1,59.1,5.9,55.6,45.7,42,33.4,22.1,87.31896286,3.451261207,55.62963308,7.530333184
127,114.5,406.2,108477,4.2,43.5,41.8,45.1,"Los Alamos County, New Mexico",2.34,65.5,23.5,26,41.6,8.9,10.8,24.9,62.1,3.5,89.6,,66.7,21.2,4.2,86.70494453,0.484976866,59.63230466,5.543652919
128,181.8,420.6,27268,30.6,39,38.3,39.2,"Luna County, New Mexico",2.7,47.1,21.1,44.3,,0.5,31.6,6.9,44.4,13.8,37.5,24.2,21.8,55.1,37.9,89.47517044,1.173907782,44.70367094,8.62924023
129,137.7,332.9,29497,35.8,30.8,29,32.3,"McKinley County, New Mexico",3.97,33.5,25.1,35.8,,2.9,33.1,6.7,42.4,15.5,25,19.6,16.8,47.9,37.6,16.93289008,0.814886889,39.14033281,7.322096363
130,161.1,393,41736,20.2,35.6,33.1,37.9,"Otero County, New Mexico",2.63,49.1,16,34.1,,3.7,29.5,9,43.2,12.7,53.2,,19.5,47.2,27.5,75.95609174,3.708013105,48.6479635,8.221797323
131,190.6,300.3,29069,23.9,45.7,43.7,,"Quay County, New Mexico",2.59,45,34.7,36.3,,4.1,38.8,9.1,41.6,5,54.8,,29.3,51.2,25.9,89.99770062,2.207404001,42.24678817,234234
132,163.5,360.7,36108,24,29.4,28,30.8,"Roosevelt County, New Mexico",2.62,45.1345,12.2,12.8,,4.9,25.3,12.8,53.1,9.7,54.7,41.4,32.4,40,25.2,73.5583685,2.496483826,45.45454545,4.392712551
133,136.7,356.1,47520,21,34.2,33.1,35.2,"San Juan County, New Mexico",3.04,46.6,23,31,,1.5,32.1,9.1,54.6,9.2,50.4,40.2,36.4,37.1,24.4,53.09790383,0.552212446,48.79315011,6.09617959
134,158.2,355.6,32964,25.5,42.5,42.1,42.9,"San Miguel County, New Mexico",2.51,12.32,16.8,24.6,,6.4,28.4,10.5,41.4,6.4,46.4,31.7,24.1,48.1,30.2,56.35900656,1.817357332,31.9243604,5.744748568
135,164.3,558.5,37311,27.6,43.3,43.1,43.5,"Torrance County, New Mexico",2.81,49.1,40,30.9,,2.3,34.2,10.4,41.6,11.2,42,30.1,24.8,52.1,36.8,89.53510377,1.26789882,50.52141527,2.98792117
136,151.6,303,36684,19.4,40.3,38.2,45.2,"Union County, New Mexico",2.39,44.5,15.4,23.7,,12,35.3,11,46.5,2.1,48.2,34.2,28.7,44.4,28.1,79.09656603,2.834754552,47.01731879,3.536585366
137,163.1,402.3,40591,24.5,38.5,36.9,40,"Valencia County, New Mexico",2.78,49.2,18.6,36.2,,,31.9,10.8,47.3,12.4,52.6,37.9,33.9,46.1,29.7,74.65169011,1.125863402,51.14469717,6.407674997
138,176.1,505.9,60371,13.5,-,36.4,39.6,"Albany County, New York",2.35,40.8,7.2,23.6,51.8,17.4,-,20.1,60.7,6.4,77.7,62.2,57.6,30.1,14.2,77.04374185,12.55825904,40.08229986,3.774039071
139,177.2,490.7,42655,18.3,38.3,36.8,39.7,"Allegany County, New York",2.5,47,7.2,25.6,,5.7,38.7,9.8,51.8,9.2,67.8,50.6,45.7,38.7,20.2,95.65633451,1.408362804,49.29176921,4.844731809
140,163.6,494.4,46283,17.2,39.9,37.8,42,"Broome County, New York",2.37,,9.7,24.4,,11.6,32.2,15,54.1,7.8,69.2,52.4,47.5,38.9,21.2,86.90110201,5.433811392,43.30106657,4.2987606
141,167.9,517.8,43892,16.2,41.4,40.6,42.1,"Cattaraugus County, New York",2.41,48.7,18.3,32.9,,5.5,40.9,10.3,54.3,8.2,67.3,,44,39.8,18.7,92.23297282,1.579240647,46.90374585,4.82052462
142,158.6,470.8,52792,12.7,42.5,41.2,44,"Cayuga County, New York",0.0243,46.8,19.4,27.7,45.6,7.3,34.1,12.5,56.9,7.3,71,53.2,48.7,36.2,17.9,92.2839857,4.355020019,45.81880408,5.470136014
143,183.8,508.2,48880,18.2,40.9,39.6,42.3,"Chemung County, New York",2.35,48.3,14.1,33.7,,8.1,35.6,12.8,53.8,5.4,68.8,52.7,49.9,39,21.4,88.45548166,5.901412759,45.98629397,5.089635277
144,180.7,437.1,34842,20.5,46,43.6,47.5,"Henry County, Virginia",2.32,52,12.8,40.7,,5.1,34.1,7.3,49.9,10,59.8,,33.9,42.9,22.2,73.33586915,22.28033473,47.92326567,6.007452513
145,200.6,460.2,64350,10.2,44.5,43.4,46,"Isle of Wight County, Virginia",2.57,,14.1,36.2,,7.5,27.7,17.3,59.4,8.3,76.5,57.5,48,29.2,12.6,71.82148853,22.77560157,59.93899339,3.667228197
146,180.3,383.4,46331,14.8,45.9,42.8,48.4,"King and Queen County, Virginia",2.46,53.7,20.9,41,,2,41.1,12.5,57,5.5,65.7,50.8,44.5,31.9,16.7,68.81508584,26.54095131,49.61990325,9.290030211
147,195.7,491.5,76206,7.5,36.6,36.3,37.3,"King George County, Virginia",2.96,56.6,11.3,43.6,,12.4,30.3,19,63.6,7.4,83.5,67,55.6,20.9,7.9,76.6373882,17.95211166,61.9525003,6.194544857
148,187.4,514.8,64305,8.8,40.7,40,41.5,"King William County, Virginia",2.66,58.5,5.7,36.6,,9.3,39.4,12.5,63,5.4,75.6,62.7,55.5,25.5,13.5,76.52357582,19.54401441,60.48707753,6.631716907
149,190.6,446.8,45827,10,55.6,53.4,57.2,"Lancaster County, Virginia",2.13,51.4,10.2,46.6,,10.8,32.8,15.3,48.6,7.9,71,,32.4,42.9,15.5,69.77266601,28.0168928,44.2680093,4.297328688
150,136.5,364.9,122641,3.9,35.3,34.9,35.6,"Loudoun County, Virginia",3.08,61.2,16.6,26.5,,17.1,13.8,34.8,72.6,4,86.9,77.1,68.9,11.8,3443.34,67.77024968,7.432026406,65.51325905,6.198748382
151,191,456.9,60121,11.5,43.7,42.8,44.4,"Louisa County, Virginia",2.64,55.1,14.8,50.4,32.1,2.7,37,13,58.3,8.1,67.4,51.9,46.1,30.2,14.3,78.38815983,16.67451303,58.25863279,5.015546843
152,189.8,404.1,37548,22.4,44.7,43.2,46.6,"Lunenburg County, Virginia",2.48,45.7,21.3,31.4,,7.7,34.9,8.1,43.8,7.3,58.5,40.5,34.4,41.3,22.6,61.81716834,34.03408186,47.05491585,7.48049564
153,153.3,396.2,43484,24.8,27.5,26.2,29.6,"Montgomery County, Virginia",2.48,39.1,2.7,11.3,72.3,13.7,21.8,23.2,55,5.6,82.4,70.1,58.2,19.9,8.7,86.72084754,4.348637358,43.44441603,3.135414054
154,194.3,526.7,48076,13.4,48.4,45.7,49.4,"Nelson County, Virginia",2.33,50,12.9,48.5,29.8,8.9,33.6,14.4,54.4,5.7,69.1,49.5,40.9,36,15.2,83.89419841,13.44057074,44.34453384,5.74048913
155,201.4,1000,72406,6.2,43.1,41.9,44.5,"New Kent County, Virginia",2.61,60.6,13.9,41.3,36.8,8,33,16.7,62.8,6.1,83.8,69,59.5,21.7,8.7,81.64110429,12.25460123,63.5566516,2.628490965
156,227.1,527.2,36822,21.5,48.3,45.2,50.5,"Northampton County, Virginia",3.4,46.4,17.8,39.8,35.9,6.4,34.2,14,48.1,9.5,56.8,36.9,29.8,41.3,20.6,61.59717663,36.44123441,41.0632622,234234324
157,190.5,450.4,51422,14.3,55.1,54.8,55.7,"Northumberland County, Virginia",2.1,61,8.2,50.7,,0.7,31.1,16.1,47.2,8.7,76.1,47.6,39.7,43.4,13.5,70.46488947,28.6979844,54.34226241,7.278020378
158,201.5,508,37996,24.3,41.5,41,43.9,"Nottoway County, Virginia",0.0254,,26.7,40.2,,0,37.1,10.5,43.8,10.8,59.2,41.6,35.6,44.1,24.5,56.82006238,39.55827127,44.24762927,7.331771008
159,178.3,339.1,34885,21.9,48,46.1,50,"Patrick County, Virginia",2.31,53.5,10.5,36.3,,6.9,36,8,45,8.3,57.4,39.5,32.2,43.9,22.3,92.20324135,6.395094174,51.42490372,2.944539737
160,175.1,459.6,75539,7.1,43.7,42.4,44.9,"Powhatan County, Virginia",2.63,57.5,26.2,46.2,,2.7,28.6,19.3,56.6,4.9,83.7,65.2,57.4,22.7,7.2,85.04271989,12.25936824,65.72456321,5.615292712
161,-,410.4,37543,25.5,32.1,29,34.5,"Prince Edward County, Virginia",2.49,36.1,6.4,21.7,,4.3,34.6,12.4,44.4,7,69.6,,42.4,30.4,16,64.08218226,32.91199722,44.6214064,7.608005083
162,150.1,373.7,91886,7.2,34,33.3,34.7,"Prince William County, Virginia",3.17,55,13.1,33.9,,10,21.7,23.2,68.5,5.4,78,65.7,54.5,17.1,8.6,61.4488498,20.4657981,60.21316724,6.857756326
163,185.8,390.6,46186,14.7,45.2,43.9,47.1,"Pulaski County, Virginia",2.3,53.5,9.9,14.3,,5.3,34.2,11.4,53.6,7.4,69.3,,47.1,35.5,16.7,92.09047729,5.832947173,50.35228128,6.174957118
164,149.6,401.1,62800,9.3,49.1,48.9,49.2,"Rappahannock County, Virginia",2.26,63.9,13.1,47.2,,3.7,25.6,19.9,57,2.9,68.1,50.5,39.9,31.5,13.1,92.38325932,4.185170233,58.75343721,5.182481752
165,176.2,452.4,42204,19.7,43.7,40.8,,"Richmond County, Virginia",2.47,46.6,-,29,,1,40.2,8.8,41.2,8.7,70.6,53,43.7,35.6,17.9,66.49237958,28.82411837,50.22608696,8.755129959
166,155.9,400.5,61935,8.2,43.5,42.3,45,"Roanoke County, Virginia",2.4,55,12,36.9,,12.5,26.4,22.7,59.2,5.1,79.6,,53.7,29.1,12.8,88.97717685,5.810985443,53.38800964,5.404491669
167,156.1,400.2,55798,11.7,41.5,40.6,42.3,"Rockingham County, Virginia",2.57,57,13,42.3,,7.1,35.5,14.4,61.3,5.4,72.9,58.7,50.2,27.2,13,94.25467635,1.824259176,58.19746835,4.834403227
168,212,365.4,37378,17.9,43.8,43,44.8,"Russell County, Virginia",2.51,54,12.6,39.5,45.6,2.4,36.7,8,43.7,8,56.7,,35.5,43.2,23.5,97.21720659,1.037351744,52.3494794,3.255738239
169,171.4,407.6,-,12,43.8,42.3,45.1,"Shenandoah County, Virginia",2.47,55.6,14.5,39.5,,5.7,39.5,12.2,57.9,6,68.9,,45.4,33.4,15.9,93.12798427,2.375713884,53.77866168,7.406593407
170,202.4,389.1,37831,19.7,44.3,,46.1,"Smyth County, Virginia",2.43,51.7,14.7,44.8,,4.6,38.8,9.2,50.8,6.4,59.2,44.2,39.8,41.4,24.3,96.08621668,2.136509737,49.67565455,6.188734455
171,172.5,449.4,75714,9.2,36.7,35.7,37.8,"Spotsylvania County, Virginia",2.97,56,11.8,40.1,37.3,10.8,31.7,17.9,63.3,6.2,78.3,62.8,53.8,21.9,9.4,74.25660383,15.97215152,61.33152745,6.051314143
172,182.2,426.5,48707,12.9,47.5,47.1,47.8,"Surry County, Virginia",2.56,53.2,25.8,44,,,29.2,15.4,56.2,10.7,65.2,50.4,42.3,31.4,17.1,52.39630661,45.06815184,53.5982009,4.897660819
173,176.7,420.8,43353,14.5,50.5,43.2,46.1,"Washington County, Virginia",2.35,53.9,11.1,34.4,,8.8,32.9,14.4,53.6,6.9,67.4,49.3,41.5,37.7,17.7,96.45720338,1.490166,52.00899749,5.091597145
174,179.9,450.9,48232,15,46.6,45.2,48.6,"Westmoreland County, Virginia",2.51,47.6,6.2,39.8,,4.7,36.3,11.5,51,9.7,64.7,45.8,38.6,38,16.8,67.81340776,28.22236145,47.27822581,3.666942377
175,175.9,433.5,41132,15.6,43.6,42,45.5,"Wythe County, Virginia",2.44,53.7,8.5,42.7,,4,36.4,9.8,52.9,9.6,63.9,50.1,44,35.3,1843434,94.99486125,3.600548133,52.06945966,2.933713923
176,152.3,389.3,81169,5.5,39.5,37.4,40.8,"York County, Virginia",2.73,-,9.3,36.4,42.6,11.7,-,22.8,57.8,5.8,87.2,,43.4,20.9,6.2,77.04863775,13.50965083,64.84977289,4.925163106
177,,317.6,86419,9.6,36,35.9,36.2,"Alexandria city, Virginia",2.21,44.1,14.4,23.7,,23.9,12.1,29.8,74.2,4.5,76.4,,57.3,17.6,8.6,64.09469913,21.37494558,36.21615156,6.214827502
178,240.8,578.2,38331,17.2,33.8,33.6,34.3,"Buena Vista city, Virginia",2.26,48.1,0.5,46.3,,11.4,40.5,11,51.8,7.3,59.9,45.6,38.3,34.7,21.2,90.2790279,1.050105011,45.92619657,11.88769415
179,,718.9,45890,25.9,29.8,29.3,30.3,"Charlottesville city, Virginia",0.0239,30.1,4.9,22.2,,18,22.2,23.3,60.6,4.3,76.1,67.1,52.9,20.3,11.9,70.72797445,19.23742348,30.49233889,2.753790712
180,182.2,458.3,66625,23.8,36.5,35,38.2,"Chesapeake city, Virginia",2.75,52.5,12.2,36.1,,9.7,26.5,18.8,58.6,7.5,77.9,61.8,47.6,24.9,12.4,62.28203694,29.74054753,54.73147035,5.746827092
181,159.3,493.6,52355,11.5,40,37.7,43.5,"Colonial Heights city, Virginia",2.44,47.4,14.1,44.2,27.1,14.6,35.2,13.7,54.9,8.3,74.6,53.4,43,32.2,12.5,79.65743648,13.05737939,42.69631298,3.664122137
182,207.4,539,33646,23.6,41.8,38.3,44.5,"Danville city, Virginia",2.2,38.7,13.7,32.7,47.5,6.1,28.1,11.3,48.9,12.7,57.2,,34.1,46.1,25.5,46.20023557,48.65959953,33.34770192,3.236583838
183,137.6,447.7,125635,3.2,37.7,37.1,38.6,"Falls Church city, Virginia",2.57,55.3,4.1,17.5,,37.5,7.5,34.4,72,4.2,92.3,78.2,70.7,13.5,2.7,77.63751127,2.126540427,53.27138986,3.066180935
184,221.7,468,38583,22.5,38,35.2,40.3,"Franklin city, Virginia",2.41,34.9,31.3,22.8,,0.6,24.9,16.1,51.8,13.7,59.4,41.9,37.1,40.5,22.3,38.85538607,58.60234126,30.84274544,234234234
185,180.3,566.3,51195,16.8,29.4,29.5,29.3,"Fredericksburg city, Virginia",2.46,,2.6,24.6,,12.3,26.9,21.2,60.4,8.9,71.3,57.9,49.1,24.4,13.6,65.63971528,23.29987224,34.21626984,4.269052202
186,150.5,591.1,38541,28.3,23.5,24.5,22.8,"Harrisonburg city, Virginia",2.69,28.7,2.9,15.7,,6.8,26.5,20.6,54.6,6.5,72.8,63.8,54.9,18.2,10.4,84.75714175,7.122285358,34.66999817,2.564793362
187,,495,40065,25,28.7,27,30.4,"Lynchburg city, Virginia",2.37,35.6,5.4,21.9,,10.7,25.1,19.9,53.1,8,69.1,54.9,45.1,30.4,16.3,65.07075411,28.4436654,37.78393158,5.96087761
188,193.6,480.5,42567,23.4,30,28.4,32.4,"Norfolk city, Virginia",2.53,34.1,6.9,33.5,,5.6,26.9,15.6,50.8,10.9,63,49.7,35,30.4,18.7,47.828496,42.14591855,34.30754208,6.373340936
189,197.3,5000,31620,21.6,39.3,44.3,37,"Norton city, Virginia",2.21,43.1,25.3,20.3,,15.2,19.4,14.3,55.1,11.1,59.8,45.3,37.7,42.5,24.2,87.52183679,3.419016721,32.64161526,3.938223938
190,159.2,441.3,84213,5.9,43.8,42.8,45.2,"Poquoson city, Virginia",2.59,60.3,15.3,30.6,,11.1,27,22.4,60.7,4.5,87.7,69,55.8,21.8,6.5,94.28666059,0.985344042,62.60232658,4.361370717
191,218.1,473.2,43045,18.3,34.9,32.9,36.7,"Portsmouth city, Virginia",2.54,37.8,12.1,39.2,,5.8,28.9,13.3,,11.6,62.4,47.8,37.7,35.8,22,41.22536017,52.63431633,35.93873276,5.954956101
192,,475.4,42074,25,32.9,32.2,33.7,"Richmond city, Virginia",2.33,26.2,10.7,22.1,,13,23,21.9,58.8,10,59.3,,39,33,20.6,44.02741713,48.62002012,23.88562781,4.888983425
193,199.3,472,60735,13.6,38.3,36.6,39.4,"Suffolk city, Virginia",2.75,50.4,13.9,37.4,42.3,6.3,28.3,16.4,59.3,8,73.4,56.7,43.1,28.9,15.1,52.36238745,41.79430057,52.22007099,5.719705952
194,210.5,596.9,44843,14.6,38.5,37.4,40.6,"Waynesboro city, Virginia",2.32,47.9,19.4,49.6,,7.7,38.5,11.7,57.9,4.9,61.7,46,40.9,37,20.1,81.1536643,12.74231678,40.80389769,7.446377985
195,162.1,1014.2,46954,20.1,24.6,25.6,23.6,"Williamsburg city, Virginia",2.37,26.2,1.5,10,78.3,10.2,15.5,27.1,44.5,8.5,83.3,67.6,52.2,22,8.9,74.88816592,15.27721296,36.33759365,2.181467181
196,192.8,401.9,44537,13.4,37,35.3,39.7,"Winchester city, Virginia",2.47,41,8.9,30.6,,6.7,30.4,15.3,58.8,6.7,65.6,51.8,42.7,29,15,80.64266784,10.62279152,38.67835596,6.642835865
197,,452.4,58750,14.6,35.5,34.7,36.1,"Benton County, Washington",2.72,53.5,20.8,35.6,,5.9,24.4,18.3,58.5,,66.6,51.8,47.1,33.8,19.1,80.16330503,1.489752879,53.57704286,6.253360451
198,154.7,451.5,49174,14,39.3,37.7,41.2,"Chelan County, Washington",2.7,52.3,24.1,33.3,,5,30.1,15.2,56.8,7.5,64.3,,32.6,38,16.8,90.10192952,0.45780764,52.98314358,4.217134885
199,178.2,427.4,61747,9.9,120.2,36.6,38.3,"Clark County, Washington",2.71,52.7,17.4,33.2,,6.4,25.3,17.8,58.5,8.6,69.8,,49,32.2,134343,84.72754024,1.929332787,53.29996737,5.742215991
200,194.4,476.2,45465,15.5,49.5,47.7,50.9,"Columbia County, Washington",2.31,52.4,6.6,31.4,60.2,1.8,27.5,16.3,46.2,10.4,60.7,38.5,27.8,50.6,26.2,91.75231888,0.350965154,51.06761566,5.205479452
201,184.1,455.5,44235,20.6,41.2,40.5,42.2,"Cowlitz County, Washington",2.54,51.1,20.4,33.6,,2.9,30.9,9.8,49.7,10.7,62.3,45,40,42.9,24,90.71312709,0.619515722,49.8428187,6.298743004
202,157.4,449.9,51151,15.5,37,36.1,38.3,"Douglas County, Washington",2.76,58.1,18.9,38.9,40.4,1.8,27.7,12.8,59.7,6.5,55.3,41.1,37.2,40.7,26,73.33771055,0.3409177,59.49197861,234234234
203,161.1,358.2,39992,22.4,47.7,46.8,49.5,"Ferry County, Washington",2.39,48.2,46,24.7,,2.3,31.2,11.5,38,,50.6,33.3,27,52,28.4,76.05854679,0.261369577,47.82468579,4.978354978
204,163.5,420.9,55006,17.3,29.1,29.5,28.8,"Franklin County, Washington",3.4,49.2,28.9,38,30.4,2.7,27.3,10.5,60.2,7.2,52.7,,37.5,36.3,26.1,69.82983006,2.05800354,53.35894843,8.388253538
205,115,293.6,46404,14.2,49.8,50.4,50.2,"Garfield County, Washington",,61.9,11,32.9,,8.5,29.4,19.6,49.1,7.4,62.8,,34.8,44.9,21.6,97.44394619,0,58.13221406,13.55498721
206,173.1,417.9,50388,15.8,32.2,32,32.4,"Grant County, Washington",3,52.3,28.7,33.4,,2.1,26.8,10.7,57.1,10.1,49.9,39.2,33.9,41.2,29.2,71.19474313,0.717932008,54.65445682,6.92564347
207,194.6,518.4,43205,19.6,42.7,40.8,44.6,"Grays Harbor County, Washington",2.51,47.5,20.8,38.9,,4.8,32.1,9.9,45.1,14.3,56.7,40.1,34.8,42.7,24.2,87.39131044,1.234965485,45.9899335,5.713875529
208,143.5,462,59358,10.3,44,41.5,47,"Island County, Washington",2.33,59.1,14.7,43,,5.6,23.3,20.6,48.1,9,75.7,50.6,30.8,36.5,14.1,85.0470824,2.945959233,56.3290566,6.113924051
209,154.9,480.9,50964,14.1,55.6,54.3,56.8,"Jefferson County, Washington",2.18,53.7,25.2,27.1,,8.1,23.2,21.5,43.6,9.5,66,40.1,29.5,49,20.7,90.39324535,0.860951368,50.49173,5.305574211
210,170.7,414.6,38989,19.9,39,38.5,40,"Chippewa County, Michigan",2.46,45,12.4,30.4,50.8,6.3,37.8,11.8,46.3,11.7,65.2,46,40.3,40.2,20.2,71.56481625,6.69413777,48.96763592,5.803003309
211,203.8,464.3,34655,24.5,46.4,46.1,46.8,"Clare County, Michigan",2.28,51.6,21.2,35.1,,2.3,39.3,7.7,42.4,13.2,55.6,33.6,29.6,51.1,25.8,96.48323022,0.452621296,48.18559034,3.935222672
212,149.1,345.3,60650,10,39.7,38.7,40.5,"Clinton County, Michigan",2.64,54.7,9.3,21.9,57.1,11.7,27.9,19.1,59.1,,80.6,63.1,57.7,28,11.3,93.60379689,1.56816852,56.7383997,4.540884719
213,178.6,416.1,41101,16.5,49.3,48.8,49.7,"Crawford County, Michigan",2.3,55.1,21.7,41,,6.4,35.4,11.1,44.6,12,65.3,42.1,37,47.6,21.6,96.2504498,0.460597337,52.92240511,3.797949107
214,178.5,393.1,43338,14.8,46.4,45.3,47.4,"Delta County, Michigan",2.3,54,16.7,26.2,,5,35.3,13.6,51.6,9.2,66.5,,40,42.3,18.8,94.16267161,0.253323164,50.08606949,3.887024609
215,172.2,358.9,45174,-,46.4,45,47.5,"Dickinson County, Michigan",2.31,54,28.3,33,,4.2,39.9,15,52.3,7,71.2,50.1,43.5,39.8,17.4,96.60156851,0.488236199,50.68270187,6.088280061
216,178.6,413.5,57088,9.8,41,39.6,42.6,"Eaton County, Michigan",2.45,52.1,11.7,32.8,,10.6,29.7,16.1,58.8,7.8,76.5,57.7,53.4,32.3,13.6,87.12398815,6.392778357,50.74257426,5.808302127
217,168,489.1,50191,11.6,44.3,42.7,45.7,"Emmet County, Michigan",2.33,57.5,10.4,34.5,,9.7,26.2,20.2,58.5,8.4,71.7,52.2,41.9,35.5,16.2,92.47380217,0.748076807,54.49526814,5.055523086
218,192.1,514.3,41787,21.5,39.6,38,41.1,"Genesee County, Michigan",2.48,44.6,19.7,31.5,,5.3,32.8,12.1,49.2,13.2,63.5,46.4,42.3,43.9,25.3,74.77168565,20.42012725,42.98472784,4.863978687
219,195.2,324.9,33600,20.9,48.3,45.1,51.3,"Gogebic County, Michigan",2.1,46,15.6,32,,2.3,38.4,12.3,42.2,9.5,61,38.7,34.3,47,21.8,90.88725986,4.5690091,44.13291796,2.773556231
220,151.8,521.2,55592,9.7,41.7,40.2,43.6,"Grand Traverse County, Michigan",2.46,52,12.3,31.2,,9.5,26.9,18.9,59.9,6.6,73,54.6,46.7,33.7,15.1,94.57884258,1.373641652,51.77868993,5.649660209
221,168.3,447.1,43509,18.5,,37.4,41.5,"Gratiot County, Michigan",2.45,47.1,12.3,39.2,,3.8,41.1,8.6,46.5,8.5,68,50.6,46.5,38.7,1934,91.09795119,5.635417164,51.59010601,3.748722027
222,187.5,396.3,44780,16.6,42,41.5,42.5,"Hillsdale County, Michigan",2.5,54,14,28.7,,5.1,40.2,9.6,52.1,9,65,47.9,42.8,38.1,18.9,97.14582702,0.634501278,54.65468838,6.309693152
223,181.6,448.5,41678,14.1,48,46.6,49.2,"Huron County, Michigan",2.3,55.7,13.6,35.4,,7.5,44.3,9.5,51.9,7.8,69.4,45.8,38.6,42,17.8,97.48219263,0.396407557,52.9590728,5.169018707
224,173,417.8,48681,15.2,37.9,,38.7,"Ionia County, Michigan",2.72,50,17,39.4,,6.6,38.1,10.6,52.8,10.4,69.1,53.2,49.8,36.1,19.5,91.08235514,3.273289211,54.4314684,6.91088967
225,193.4,406.2,37122,19,624,51.6,52.5,"Iosco County, Michigan",2.2,52.2,25.2,32.4,,2.2,40,10,40.4,12.1,61.4,34.2,29.4,53.2,23.4,96.14582103,0.625959608,48.10896588,4.012841091
226,167.6,344.3,35961,17.3,53.3,52.6,54.3,"Iron County, Michigan",2.07,51.2,21.4,35.6,,6.8,45,13.6,43.8,9,64.1,39.3,32.8,49.2,19.7,96.56730686,0.504041019,44.82566766,4.683342203
227,171,464.2,46283,18.9,34,32.6,35.5,"Kalamazoo County, Michigan",2.47,44.3,7.1,20.4,,11.2,67.3,21,59.6,9.1,73.4,58.5,52.1,31,15.6,81.6313018,10.97128747,44.01690236,4.426449927
228,200.7,469.6,40709,17.4,44.4,43.4,45.4,"Kalkaska County, Michigan",2.38,54.4,19.9,41,,3.4,42.4,8.2,48.7,,60.6,,35.8,45,22.1,96.25652931,0.684852002,50.21572721,4.369071572
229,160.2,473.3,53342,15.3,34.8,33.9,35.8,"Kent County, Michigan",2.63,49.2,13.2,26.7,,12.4,25.5,21.8,63.4,7.7,72.2,59.5,53.6,29.7,16.4,81.24174818,9.722771005,49.44003503,5.98333118
230,213.1,395.3,30990,29.2,51.5,51.6,51.3,"Lake County, Michigan",2.53,46.6,36.9,26.4,,2.4,41.5,5.6,,13.2,51,29.4,25.8,57.9,30.8,87.45842815,7.894276212,47.01030928,4.422110553
231,186.7,484.6,51510,11.1,43.3,42.6,44,"Lapeer County, Michigan",2.64,57.1,15,37.2,,4.7,37.1,11.2,53,10.5,74.7,56,50.2,33.3,14,95.75225251,1.271604239,59.89229545,5.407671348
232,177.6,425.8,48194,14.5,40.9,39,42.8,"Lenawee County, Michigan",2.46,50,14,31.4,,4.5,36.7,12.7,54,8.6,71.5,53,47.6,36.3,17.5,92.37831389,2.645042567,50.8534401,4.630064868
